question_id,respondent_id,timestamp,year,intent_id,intent,language,text
Q000502,6,2026-02-18 16:47:22.754,1,14,Machine Learning / AI,Bangla,ai ্কি ভাল নাকি খারাপ?
Q000503,6,2026-02-18 16:47:22.754,1,15,Cybersecurity,Mixed,it is inportant?
Q000504,6,2026-02-18 16:47:22.754,1,15,Cybersecurity,Bangla,Cybersecurity কি?
Q000505,6,2026-02-18 16:47:22.754,1,16,Competitive Programming / Problem Solving,Mixed,eta ki main job paoyer jonno?
Q000506,6,2026-02-18 16:47:22.754,1,17,Project Guidance / System Architecture,English,what is System Architecture?
Q000507,6,2026-02-18 16:47:22.754,1,17,Project Guidance / System Architecture,Mixed,selecting tech stack ki/
Q000508,6,2026-02-18 16:47:22.754,1,19,Career / Internship / Interview Prep,English,what is Interview Prep?
Q000509,6,2026-02-18 16:47:22.754,1,20,Exam / Assignment / Course Admin,Mixed,Assignment amader ki ki upokare ase>
Q000510,7,2026-02-18 16:47:24.647,1,1,Debugging / Error Fixing,English,What is the importance of debugging?
Q000511,7,2026-02-18 16:47:24.647,1,1,Debugging / Error Fixing,English,How it will help me in future?
Q000512,7,2026-02-18 16:47:24.647,1,1,Debugging / Error Fixing,Mixed,Shudu debugging field a ki job ache?
Q000513,7,2026-02-18 16:47:24.647,1,1,Debugging / Error Fixing,Mixed,Eita ki shudu CSE field a kaje lage?
Q000514,7,2026-02-18 16:47:24.647,1,1,Debugging / Error Fixing,Bangla,না পারলে কি সিএসই ক্যারিয়ারে কোনো সমস্যা হবে?
Q000515,7,2026-02-18 16:47:24.647,1,2,How-to Implementation,English,How I can improve my power of implementation?
Q000516,7,2026-02-18 16:47:24.647,1,2,How-to Implementation,English,Which language is most important for a code implementation?
Q000517,7,2026-02-18 16:47:24.647,1,2,How-to Implementation,Mixed,Algorithm er bhumika ki?
Q000518,7,2026-02-18 16:47:24.647,1,2,How-to Implementation,Mixed,Flow chart er importance ki?
Q000519,7,2026-02-18 16:47:24.647,1,2,How-to Implementation,Bangla,কোন প্লাটফর্ম এ করা হবে?
Q000520,7,2026-02-18 16:47:24.647,1,3,Concept Explanation / Clarification,English,What is header file?
Q000521,7,2026-02-18 16:47:24.647,1,3,Concept Explanation / Clarification,English,What is main function?
Q000522,7,2026-02-18 16:47:24.647,1,3,Concept Explanation / Clarification,Mixed,"Loop ki, etar kaj ki?"
Q000523,7,2026-02-18 16:47:24.647,1,3,Concept Explanation / Clarification,Mixed,"Array ki, bekkha korun."
Q000524,7,2026-02-18 16:47:24.647,1,3,Concept Explanation / Clarification,Bangla,যোগ করার প্রক্রিয়া কি?
Q000525,7,2026-02-18 16:47:24.647,1,4,Algorithm Choice / Strategy,English,What is the importance of algorithm choice?
Q000526,7,2026-02-18 16:47:24.647,1,4,Algorithm Choice / Strategy,English,What is algorithm?
Q000527,7,2026-02-18 16:47:24.647,1,4,Algorithm Choice / Strategy,Mixed,Ekta problem ki bhibinno algorithm thakte pare?
Q000528,7,2026-02-18 16:47:24.647,1,4,Algorithm Choice / Strategy,Mixed,Algorithm er niyom gulo ki ki?
Q000529,7,2026-02-18 16:47:24.647,1,4,Algorithm Choice / Strategy,Bangla,আলগরিদম কি বাংলা নাকি ইংরেজিতে লিখতে হবে?
Q000530,7,2026-02-18 16:47:24.647,1,5,Data Structures,English,What is data structure?
Q000531,7,2026-02-18 16:47:24.647,1,5,Data Structures,English,What is the importance of data structure?
Q000532,7,2026-02-18 16:47:24.647,1,5,Data Structures,Mixed,Ektar moddhe ki ki topic ache?
Q000533,7,2026-02-18 16:47:24.647,1,5,Data Structures,Mixed,Job field a koto ta upokari?
Q000534,7,2026-02-18 16:47:24.647,1,5,Data Structures,Bangla,ডাটা স্ট্রাকচার না জানলে কি কি সমস্যা হবে?
Q000535,7,2026-02-18 16:47:24.647,1,6,Time & Space Complexity,English,How to manage time?
Q000536,7,2026-02-18 16:47:24.647,1,6,Time & Space Complexity,English,What is the meaning of Space complexity?
Q000537,7,2026-02-18 16:47:24.647,1,6,Time & Space Complexity,Mixed,Ki ki somossa hobe manage korte na parle?
Q000538,7,2026-02-18 16:47:24.647,1,6,Time & Space Complexity,Mixed,Eitar upokarita ki
Q000539,7,2026-02-18 16:47:24.647,1,6,Time & Space Complexity,Bangla,চাকরিতেও কি এইটা উপকারি?
Q000540,7,2026-02-18 16:47:24.647,1,7,Programming Language Syntax / Features,English,whare we can learn syntax of languages?
Q000541,7,2026-02-18 16:47:24.647,1,7,Programming Language Syntax / Features,English,Which language syntax is complex?
Q000542,7,2026-02-18 16:47:24.647,1,7,Programming Language Syntax / Features,Mixed,"Double, float er moddhe parthokko ki?"
Q000543,7,2026-02-18 16:47:24.647,1,7,Programming Language Syntax / Features,Mixed,Syntax vul hole code a ki ki somossa hobe?
Q000544,7,2026-02-18 16:47:24.647,1,7,Programming Language Syntax / Features,Bangla,এটি কিভাবে সহজে শিখা যায়?
Q000545,7,2026-02-18 16:47:24.647,1,8,Object-Oriented Programming (OOP),English,What is OOP?
Q000546,7,2026-02-18 16:47:24.647,1,8,Object-Oriented Programming (OOP),English,Where should we learn from?
Q000547,7,2026-02-18 16:47:24.647,1,8,Object-Oriented Programming (OOP),Mixed,Er maddhome ki ki kaj kora jay?
Q000548,7,2026-02-18 16:47:24.647,1,8,Object-Oriented Programming (OOP),Mixed,Job field a koto ta upokari?
Q000549,7,2026-02-18 16:47:24.647,1,8,Object-Oriented Programming (OOP),Bangla,এর উপকারিতা কি?
Q000550,7,2026-02-18 16:47:24.647,1,9,Database / SQL,English,What is database?
Q000551,7,2026-02-18 16:47:24.647,1,9,Database / SQL,English,Where should we learn from?
Q000552,7,2026-02-18 16:47:24.647,1,9,Database / SQL,Mixed,Database a ki ki porano hoy?
Q000553,7,2026-02-18 16:47:24.647,1,9,Database / SQL,Mixed,Er maddhome ki ki kora jay?
Q000554,7,2026-02-18 16:47:24.647,1,9,Database / SQL,Bangla,না জানলে কি সমস্যা হবে?
Q000555,7,2026-02-18 16:47:24.647,1,10,Operating Systems (OS),English,What is Operating system?
Q000556,7,2026-02-18 16:47:24.647,1,10,Operating Systems (OS),English,What is elements of the operating system?
Q000557,7,2026-02-18 16:47:24.647,1,10,Operating Systems (OS),Mixed,Operating system er kaj ki?
Q000558,7,2026-02-18 16:47:24.647,1,10,Operating Systems (OS),Mixed,Operating system chara ki computer kaj kore?
Q000559,7,2026-02-18 16:47:24.647,1,10,Operating Systems (OS),Bangla,কম্পিউটার এ এইটা কিভাবে কাজ করে?
Q000560,7,2026-02-18 16:47:24.647,1,11,Computer Networks,English,What is the importance of computer network?
Q000561,7,2026-02-18 16:47:24.647,1,11,Computer Networks,Mixed,"LAN, MAN er moddhe parthokko ki?"
Q000562,7,2026-02-18 16:47:24.647,1,11,Computer Networks,Mixed,Server kibhabe kaj kore?
Q000563,7,2026-02-18 16:47:24.647,1,11,Computer Networks,Bangla,নেটওয়ার্ক এর কাজ কি?
Q000564,7,2026-02-18 16:47:24.647,1,12,Web Development,English,what is Frontend development?
Q000565,7,2026-02-18 16:47:24.647,1,12,Web Development,English,What is backend development?
Q000566,7,2026-02-18 16:47:24.647,1,12,Web Development,Mixed,API er kaj ki?
Q000567,7,2026-02-18 16:47:24.647,1,12,Web Development,Bangla,ওয়েব ডেভেলপমেন্ট শিখে লাভ কি?
Q000568,7,2026-02-18 16:47:24.647,1,13,Software Engineering / SDLC,English,What is software Engineering?
Q000569,7,2026-02-18 16:47:24.647,1,13,Software Engineering / SDLC,English,What is software testing?
Q000570,7,2026-02-18 16:47:24.647,1,13,Software Engineering / SDLC,Mixed,Software Engineering a kaj ki?
Q000571,7,2026-02-18 16:47:24.647,1,13,Software Engineering / SDLC,Mixed,Software Engineering er job field kemon?
Q000572,7,2026-02-18 16:47:24.647,1,13,Software Engineering / SDLC,Bangla,সফটওয়্যার ইঞ্জিনিয়ার এর কাজ কি?
Q000573,7,2026-02-18 16:47:24.647,1,14,Machine Learning / AI,English,What is machine learning?
Q000574,7,2026-02-18 16:47:24.647,1,14,Machine Learning / AI,English,What is the features of Machine learning?
Q000575,7,2026-02-18 16:47:24.647,1,14,Machine Learning / AI,Mixed,AI diye ki ki kora hoy?
Q000576,7,2026-02-18 16:47:24.647,1,14,Machine Learning / AI,Mixed,Sob khetre AI bebohar kora ki valo?
Q000577,7,2026-02-18 16:47:24.647,1,14,Machine Learning / AI,Bangla,এ আই ইঞ্জিনিয়ার কি করে থাকে?
Q000578,7,2026-02-18 16:47:24.647,1,15,Cybersecurity,English,What is the basic cryptography?
Q000579,7,2026-02-18 16:47:24.647,1,15,Cybersecurity,Mixed,Cyber security te ki ki porano hoy?
Q000580,7,2026-02-18 16:47:24.647,1,15,Cybersecurity,Mixed,Ei khaneo ki programming language jana lage?
Q000581,7,2026-02-18 16:47:24.647,1,15,Cybersecurity,Bangla,সাইবার সিকিউরিটি এর চাকরির বাজার কেমন?
Q000582,7,2026-02-18 16:47:24.647,1,16,Competitive Programming / Problem Solving,English,What is the importance of competitive programming?
Q000583,7,2026-02-18 16:47:24.647,1,16,Competitive Programming / Problem Solving,Mixed,Eta kore lav ki?
Q000584,7,2026-02-18 16:47:24.647,1,16,Competitive Programming / Problem Solving,Mixed,Kun platform valo hobe?
Q000585,7,2026-02-18 16:47:24.647,1,16,Competitive Programming / Problem Solving,Bangla,এর উপকারিতা কি ভবিষ্যতে?
Q000586,7,2026-02-18 16:47:24.647,1,17,Project Guidance / System Architecture,English,How to plan a project?
Q000587,7,2026-02-18 16:47:24.647,1,17,Project Guidance / System Architecture,English,How to design modules?
Q000588,7,2026-02-18 16:47:24.647,1,17,Project Guidance / System Architecture,Mixed,Eta kore lav ki?
Q000589,7,2026-02-18 16:47:24.647,1,17,Project Guidance / System Architecture,Bangla,এটা করে লাভ কি?
Q000590,7,2026-02-18 16:47:24.647,1,18,Tooling / Environment Setup,English,How to setup environment?
Q000591,7,2026-02-18 16:47:24.647,1,18,Tooling / Environment Setup,Mixed,Docker ki?
Q000592,7,2026-02-18 16:47:24.647,1,18,Tooling / Environment Setup,Mixed,Git er kaj ki?
Q000593,7,2026-02-18 16:47:24.647,1,18,Tooling / Environment Setup,Bangla,এতে ভালো করার উপায় কি?
Q000594,7,2026-02-18 16:47:24.647,1,19,Career / Internship / Interview Prep,English,How to prepared for internship?
Q000595,7,2026-02-18 16:47:24.647,1,19,Career / Internship / Interview Prep,English,How to be confident in interview?
Q000596,7,2026-02-18 16:47:24.647,1,19,Career / Internship / Interview Prep,Mixed,Internship pawar upay ki?
Q000597,7,2026-02-18 16:47:24.647,1,19,Career / Internship / Interview Prep,Mixed,Kibhabe preparation nile valo hobe?
Q000598,7,2026-02-18 16:47:24.647,1,19,Career / Internship / Interview Prep,Bangla,ক্যারিয়ার এ ভালো করার উপায় কি?
Q000599,7,2026-02-18 16:47:24.647,1,20,Exam / Assignment / Course Admin,English,what is the importance of academic result?
Q000600,7,2026-02-18 16:47:24.647,1,20,Exam / Assignment / Course Admin,English,How becomes a course admin?
Q000601,7,2026-02-18 16:47:24.647,1,20,Exam / Assignment / Course Admin,Mixed,Assignment kibhabe korle valo hobe?
Q000602,7,2026-02-18 16:47:24.647,1,20,Exam / Assignment / Course Admin,Mixed,Assignment a AI bebohar kora ki valo hobe?
Q000603,7,2026-02-18 16:47:24.647,1,20,Exam / Assignment / Course Admin,Bangla,এক্সাম আ ভালো করার উপায় কি?
Q000604,8,2026-02-18 16:47:24.749,1,1,Debugging / Error Fixing,English,What is debugging? Why is debugging necessary in programming?
Q000605,8,2026-02-18 16:47:24.749,1,1,Debugging / Error Fixing,English,"What is the difference between Syntax Error, Runtime Error, and Logical Error? Explain with examples."
Q000606,8,2026-02-18 16:47:24.749,1,1,Debugging / Error Fixing,Mixed,Vs code e debagging korar somoy breakpoint kivabe bebohar kora hoy?
Q000607,8,2026-02-18 16:47:24.749,1,1,Debugging / Error Fixing,Mixed,"Step Into, Step Over ,Step Out—ei 3 tiDebugging optioner kaj ki?"
Q000608,8,2026-02-18 16:47:24.749,1,1,Debugging / Error Fixing,Bangla,"একটি প্রোগ্রামে যদি আউটপুট প্রত্যাশিত ফলাফল না দেয়, তাহলে Debugging করার ধাপগুলো কী হতে পারে?"
Q000609,8,2026-02-18 16:47:24.749,1,2,How-to Implementation,English,What are the main steps to implement debugging in a program?
Q000610,8,2026-02-18 16:47:24.749,1,2,How-to Implementation,English,How can breakpoints and step execution help in identifying errors?
Q000611,8,2026-02-18 16:47:24.749,1,2,How-to Implementation,Mixed,Program e logical error thakle tumi kivabe seta identify korbe ebong fix korbe?
Q000612,8,2026-02-18 16:47:24.749,1,2,How-to Implementation,Mixed,Debugging process e testing keno important ebong eta kivabe error detect korte help kore?
Q000613,8,2026-02-18 16:47:24.749,1,2,How-to Implementation,Bangla,একটি প্রোগ্রামে ভুল আউটপুট এলে ডিবাগিং করার সঠিক পদ্ধতি কী?
Q000614,8,2026-02-18 16:47:24.749,1,3,Concept Explanation / Clarification,English,What is concept explanation and why is it important in learning?
Q000615,8,2026-02-18 16:47:24.749,1,3,Concept Explanation / Clarification,English,How does clarification help students understand a topic better?
Q000616,8,2026-02-18 16:47:24.749,1,3,Concept Explanation / Clarification,Mixed,Concept clear na hole student der ki problem hoy ebong teacher kivabe eta explain korte pare?
Q000617,8,2026-02-18 16:47:24.749,1,3,Concept Explanation / Clarification,Mixed,New topic bujhte na parle clarification chaowa keno important?
Q000618,8,2026-02-18 16:47:24.749,1,3,Concept Explanation / Clarification,Bangla,কোনো বিষয় ভালোভাবে বুঝতে ধারণা পরিষ্কার করা কেন প্রয়োজন?
Q000619,8,2026-02-18 16:47:24.749,1,4,Algorithm Choice / Strategy,English,What is algorithm choice and why is it important in problem solving?
Q000620,8,2026-02-18 16:47:24.749,1,4,Algorithm Choice / Strategy,English,How do you select the best algorithm for a specific problem?
Q000621,8,2026-02-18 16:47:24.749,1,4,Algorithm Choice / Strategy,Mixed,Same problem solve korar jonno different algorithm thakle ami kivabe best ta choose korbe?
Q000622,8,2026-02-18 16:47:24.749,1,4,Algorithm Choice / Strategy,Mixed,Algorithm select korar somoy time complexity keno consider kora important?
Q000623,8,2026-02-18 16:47:24.749,1,4,Algorithm Choice / Strategy,Bangla,একটি সমস্যার সমাধানের জন্য সঠিক অ্যালগরিদম নির্বাচন করা কেন গুরুত্বপূর্ণ?
Q000624,8,2026-02-18 16:47:24.749,1,5,Data Structures,English,What is a data structure and why is it important in programming?
Q000625,8,2026-02-18 16:47:24.749,1,5,Data Structures,English,How do you choose the right data structure for a problem?
Q000626,8,2026-02-18 16:47:24.749,1,5,Data Structures,Mixed,Array ar linked list er moddhe difference ki ebong kokhon konta use kora better?
Q000627,8,2026-02-18 16:47:24.749,1,5,Data Structures,Mixed,Stack and queue data structure kivabe real life example diye bujhana jay?
Q000628,8,2026-02-18 16:47:24.749,1,5,Data Structures,Bangla,প্রোগ্রামিংয়ে ডাটা স্ট্রাকচার ব্যবহার করার প্রয়োজনীয়তা কী?
Q000629,8,2026-02-18 16:47:24.749,1,6,Time & Space Complexity,English,What is time complexity and why is it important in algorithms?
Q000630,8,2026-02-18 16:47:24.749,1,6,Time & Space Complexity,English,What is space complexity and how does it affect program performance?
Q000631,8,2026-02-18 16:47:24.749,1,6,Time & Space Complexity,Mixed,Time complexity ar space complexity er moddhe ki difference?
Q000632,8,2026-02-18 16:47:24.749,1,6,Time & Space Complexity,Mixed,Algorithm select korar somoy complexity keno consider kora dorkar?
Q000633,8,2026-02-18 16:47:24.749,1,6,Time & Space Complexity,Bangla,একটি প্রোগ্রামের জন্য টাইম এবং স্পেস কমপ্লেক্সিটি বিবেচনা করা কেন গুরুত্বপূর্ণ?
Q000634,8,2026-02-18 16:47:24.749,1,7,Programming Language Syntax / Features,English,What is syntax in a programming language and why is it important?
Q000635,8,2026-02-18 16:47:24.749,1,7,Programming Language Syntax / Features,English,Name some key features of a programming language and explain their uses.
Q000636,8,2026-02-18 16:47:24.749,1,7,Programming Language Syntax / Features,Mixed,Syntax error ki ebong eta program e keno problem create kore?
Q000637,8,2026-02-18 16:47:24.749,1,7,Programming Language Syntax / Features,Mixed,Programming language er kon feature gulo beginner der jonno easy ebong helpful?
Q000638,8,2026-02-18 16:47:24.749,1,7,Programming Language Syntax / Features,Bangla,প্রোগ্রামিং ভাষার সঠিক সিনট্যাক্স জানা কেন জরুরি?
Q000639,8,2026-02-18 16:47:24.749,1,8,Object-Oriented Programming (OOP),English,What is Object-Oriented Programming and why is it important?
Q000640,8,2026-02-18 16:47:24.749,1,8,Object-Oriented Programming (OOP),English,Name the main principles of OOP and give a simple example.
Q000641,8,2026-02-18 16:47:24.749,1,8,Object-Oriented Programming (OOP),Mixed,Class ar object er moddhe difference ki?
Q000642,8,2026-02-18 16:47:24.749,1,8,Object-Oriented Programming (OOP),Mixed,OOP te inheritance keno use kora hoy?
Q000643,8,2026-02-18 16:47:24.749,1,8,Object-Oriented Programming (OOP),Bangla,অবজেক্ট ওরিয়েন্টেড প্রোগ্রামিং এর সুবিধাগুলো কী কী?
Q000644,8,2026-02-18 16:47:24.749,1,9,Database / SQL,English,What is a database and why is it important in applications?
Q000645,8,2026-02-18 16:47:24.749,1,9,Database / SQL,English,What is SQL and how is it used to manage data?
Q000646,8,2026-02-18 16:47:24.749,1,9,Database / SQL,Mixed,Table ar record er moddhe ki difference?
Q000647,8,2026-02-18 16:47:24.749,1,9,Database / SQL,Mixed,SQL e SELECT statement keno use hoy?
Q000648,8,2026-02-18 16:47:24.749,1,9,Database / SQL,Bangla,ডাটাবেস ব্যবহার করার প্রধান সুবিধাগুলো কী কী?
Q000649,8,2026-02-18 16:47:24.749,1,10,Operating Systems (OS),English,What is an operating system and why is it important for a computer?
Q000650,8,2026-02-18 16:47:24.749,1,10,Operating Systems (OS),English,Name some common functions of an operating system.
Q000651,8,2026-02-18 16:47:24.749,1,10,Operating Systems (OS),Mixed,OS er job gulo ki ki?
Q000652,8,2026-02-18 16:47:24.749,1,10,Operating Systems (OS),Mixed,Multitasking mane ki ebong OS e eta kivabe kaj kore?
Q000653,8,2026-02-18 16:47:24.749,1,10,Operating Systems (OS),Bangla,অপারেটিং সিস্টেম ব্যবহার করার সুবিধাগুলো কী কী?
Q000654,8,2026-02-18 16:47:24.749,1,11,Computer Networks,English,What is a computer network and why is it important
Q000655,8,2026-02-18 16:47:24.749,1,11,Computer Networks,English,Name the main types of computer networks and their uses.
Q000656,8,2026-02-18 16:47:24.749,1,11,Computer Networks,Mixed,LAN ar WAN er moddhe ki difference?
Q000657,8,2026-02-18 16:47:24.749,1,11,Computer Networks,Mixed,Network e IP address keno important?
Q000658,8,2026-02-18 16:47:24.749,1,11,Computer Networks,Bangla,কম্পিউটার নেটওয়ার্ক ব্যবহার করার সুবিধাগুলো কী কী?
Q000659,8,2026-02-18 16:47:24.749,1,12,Web Development,English,What is web development and why is it important?
Q000660,8,2026-02-18 16:47:24.749,1,12,Web Development,English,Name some common tools and languages used in web development.
Q000661,8,2026-02-18 16:47:24.749,1,12,Web Development,Mixed,Frontend ar backend er moddhe ki difference?
Q000662,8,2026-02-18 16:47:24.749,1,12,Web Development,Mixed,"HTML, CSS, ar JavaScript keno web development e use hoy?"
Q000663,8,2026-02-18 16:47:24.749,1,12,Web Development,Bangla,ওয়েব ডেভেলপমেন্টের সুবিধাগুলো কী কী?
Q000664,8,2026-02-18 16:47:24.749,1,13,Software Engineering / SDLC,English,What is Software Engineering and why is it important in developing applications?
Q000665,8,2026-02-18 16:47:24.749,1,13,Software Engineering / SDLC,English,Name the main phases of the Software Development Life Cycle (SDLC).
Q000666,8,2026-02-18 16:47:24.749,1,13,Software Engineering / SDLC,Mixed,SDLC er kon phase gulo ache ebong tar kaj ki?
Q000667,8,2026-02-18 16:47:24.749,1,13,Software Engineering / SDLC,Mixed,Software development e requirement analysis keno important?
Q000668,8,2026-02-18 16:47:24.749,1,13,Software Engineering / SDLC,Bangla,সফটওয়্যার ইঞ্জিনিয়ারিং ব্যবহার করার সুবিধাগুলো কী কী?
Q000669,8,2026-02-18 16:47:24.749,1,14,Machine Learning / AI,English,What is Artificial Intelligence (AI) and how is it used in real life?
Q000670,8,2026-02-18 16:47:24.749,1,14,Machine Learning / AI,English,What is Machine Learning and how is it different from traditional programming?
Q000671,8,2026-02-18 16:47:24.749,1,14,Machine Learning / AI,Mixed,Supervised ar unsupervised learning er moddhe difference ki?
Q000672,8,2026-02-18 16:47:24.749,1,14,Machine Learning / AI,Mixed,AI project banate data keno important?
Q000673,8,2026-02-18 16:47:24.749,1,14,Machine Learning / AI,Bangla,মেশিন লার্নিং এবং এআই ব্যবহার করার সুবিধাগুলো কী কী?
Q000674,8,2026-02-18 16:47:24.749,1,15,Cybersecurity,English,What is cybersecurity and why is it important for individuals and organizations?
Q000675,8,2026-02-18 16:47:24.749,1,15,Cybersecurity,English,Name some common types of cyber threats and attacks.
Q000676,8,2026-02-18 16:47:24.749,1,15,Cybersecurity,Mixed,Virus ar malware er moddhe difference ki?
Q000677,8,2026-02-18 16:47:24.749,1,15,Cybersecurity,Mixed,Strong password keno important ebong eta kivabe create korte hoy?
Q000678,8,2026-02-18 16:47:24.749,1,15,Cybersecurity,Bangla,সাইবারসিকিউরিটি বজায় রাখার প্রধান উপায়গুলো কী কী?
Q000679,8,2026-02-18 16:47:24.749,1,16,Competitive Programming / Problem Solving,English,What is competitive programming and why is it useful for programmers?
Q000680,8,2026-02-18 16:47:24.749,1,16,Competitive Programming / Problem Solving,English,Name some common strategies used in problem solving.
Q000681,8,2026-02-18 16:47:24.749,1,16,Competitive Programming / Problem Solving,Mixed,Problem solve korar jonno algorithm design keno important?
Q000682,8,2026-02-18 16:47:24.749,1,16,Competitive Programming / Problem Solving,Mixed,Time complexity consider na korle ki problem hote pare?
Q000683,8,2026-02-18 16:47:24.749,1,16,Competitive Programming / Problem Solving,Bangla,সমস্যা সমাধানে ধাপে ধাপে চিন্তা করা কেন গুরুত্বপূর্ণ?
Q000684,8,2026-02-18 16:47:24.749,1,17,Project Guidance / System Architecture,English,What is system architecture and why is it important in software projects?
Q000685,8,2026-02-18 16:47:24.749,1,17,Project Guidance / System Architecture,English,How does proper project guidance help in successful project completion?
Q000686,8,2026-02-18 16:47:24.749,1,17,Project Guidance / System Architecture,Mixed,System design er main components ki ki?
Q000687,8,2026-02-18 16:47:24.749,1,17,Project Guidance / System Architecture,Mixed,Project guidance chara project complete kora keno difficult?
Q000688,8,2026-02-18 16:47:24.749,1,17,Project Guidance / System Architecture,Bangla,সফটওয়্যার প্রজেক্টে সঠিক গাইডেন্স নেওয়ার সুবিধাগুলো কী কী?
Q000689,8,2026-02-18 16:47:24.749,1,18,Tooling / Environment Setup,English,What is development environment setup and why is it important?
Q000690,8,2026-02-18 16:47:24.749,1,18,Tooling / Environment Setup,English,Name some common tools used in software development and their purposes.
Q000691,8,2026-02-18 16:47:24.749,1,18,Tooling / Environment Setup,Mixed,IDE setup keno important ebong eta kivabe help kore coding e?
Q000692,8,2026-02-18 16:47:24.749,1,18,Tooling / Environment Setup,Mixed,Compiler ar interpreter er moddhe ki difference?
Q000693,8,2026-02-18 16:47:24.749,1,18,Tooling / Environment Setup,Bangla,সফটওয়্যার ডেভেলপমেন্টের জন্য প্রয়োজনীয় টুলস এবং পরিবেশ সেটআপের সুবিধাগুলো কী কী?
Q000694,8,2026-02-18 16:47:24.749,1,19,Career / Internship / Interview Prep,English,How can internships help in building a successful career?
Q000695,8,2026-02-18 16:47:24.749,1,19,Career / Internship / Interview Prep,English,What are some tips to prepare effectively for a technical interview?
Q000696,8,2026-02-18 16:47:24.749,1,19,Career / Internship / Interview Prep,Mixed,Resume ar cover letter keno important?
Q000697,8,2026-02-18 16:47:24.749,1,19,Career / Internship / Interview Prep,Mixed,Interview te confidence maintain korte ki ki kora dorkar?
Q000698,8,2026-02-18 16:47:24.749,1,19,Career / Internship / Interview Prep,Bangla,ক্যারিয়ার গড়ার জন্য ইন্টার্নশিপের গুরুত্ব কী?
Q000699,8,2026-02-18 16:47:24.749,1,20,Exam / Assignment / Course Admin,English,How should students prepare effectively for exams and assignments?
Q000700,8,2026-02-18 16:47:24.749,1,20,Exam / Assignment / Course Admin,English,Why is proper course administration important for both teachers and students?
Q000701,8,2026-02-18 16:47:24.749,1,20,Exam / Assignment / Course Admin,Mixed,Exam e time management keno dorkar?
Q000702,8,2026-02-18 16:47:24.749,1,20,Exam / Assignment / Course Admin,Mixed,Assignment submit korte deadline maintain keno important?
Q000703,8,2026-02-18 16:47:24.749,1,20,Exam / Assignment / Course Admin,Bangla,কোর্সের সঠিক প্রশাসন নিশ্চিত করার সুবিধাগুলো কী কী?
Q000704,9,2026-02-18 16:47:27.207,1,1,Debugging / Error Fixing,English,what's debugging? Tell me about this topic.
Q000705,9,2026-02-18 16:47:27.207,1,1,Debugging / Error Fixing,English,What changes does debugging bring to the code?
Q000706,9,2026-02-18 16:47:27.207,1,1,Debugging / Error Fixing,Mixed,"""Bhai,Sob programming language e ki debugging korte hoy ba show kore?"
Q000707,9,2026-02-18 16:47:27.207,1,1,Debugging / Error Fixing,Mixed,Logic bhul hole ki dubug hoy?
Q000708,9,2026-02-18 16:47:27.207,1,1,Debugging / Error Fixing,Bangla,হঠাৎ করে crash করছে এর কারণ ও কি ডিবাগ?
Q000709,9,2026-02-18 16:47:27.207,1,2,How-to Implementation,English,How can I implement this feature step by step in code?
Q000710,9,2026-02-18 16:47:27.207,1,2,How-to Implementation,English,"What algorithm should I use to solve this problem, and how do I code it?"
Q000711,9,2026-02-18 16:47:27.207,1,2,How-to Implementation,Mixed,algorithm bastobayon er sob cheye vlo upay ki bhai?
Q000712,9,2026-02-18 16:47:27.207,1,2,How-to Implementation,Mixed,ami ki bhabe design and dokkho bhabe shikbo?
Q000713,9,2026-02-18 16:47:27.207,1,2,How-to Implementation,Bangla,"এই লজিকটা প্রোগ্রামে কীভাবে ইমপ্লিমেন্ট করতে হয়, তার একটা উদাহরণ দেখাতে পারো কি?"
Q000714,9,2026-02-18 16:47:27.207,1,3,Concept Explanation / Clarification,English,Can you explain this concept in simple terms?
Q000715,9,2026-02-18 16:47:27.207,1,3,Concept Explanation / Clarification,English,What is the basic idea behind this theory?
Q000716,9,2026-02-18 16:47:27.207,1,3,Concept Explanation / Clarification,Mixed,Ei theory ta ki bhabe kaj kore. Please explain
Q000717,9,2026-02-18 16:47:27.207,1,3,Concept Explanation / Clarification,Mixed,Ei concept kno important?
Q000718,9,2026-02-18 16:47:27.207,1,3,Concept Explanation / Clarification,Bangla,এই ধারণাটা বুঝতে আমার সমস্যা হচ্ছে আপনি কি এটা পরিষ্কার করে বুঝিয়ে দিতে পারেন??
Q000719,9,2026-02-18 16:47:27.207,1,4,Algorithm Choice / Strategy,English,"Which algorithm is the most suitable for this problem, and why?"
Q000720,9,2026-02-18 16:47:27.207,1,4,Algorithm Choice / Strategy,English,What are the advantages and disadvantages of each possible approach?
Q000721,9,2026-02-18 16:47:27.207,1,4,Algorithm Choice / Strategy,Mixed,Protiti sombhabbo way er advantage and disadvantage ki?
Q000722,9,2026-02-18 16:47:27.207,1,4,Algorithm Choice / Strategy,Mixed,Somoy and memory er jonno kon way vlo kaj korbe
Q000723,9,2026-02-18 16:47:27.207,1,4,Algorithm Choice / Strategy,Bangla,এই অ্যালগরিদমের থেকে ভালো এবং দ্রুত কাজ করার আরো কোন উপায় কি আছে?
Q000724,9,2026-02-18 16:47:27.207,1,5,Data Structures,English,"Which data structure is best suited for this problem, and why?"
Q000725,9,2026-02-18 16:47:27.207,1,5,Data Structures,English,What are the advantages of using this data structure over others?
Q000726,9,2026-02-18 16:47:27.207,1,5,Data Structures,Mixed,Algorithm er jonno vlo data structure konti use vlo hbe?
